index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
1816,1817,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณฌาปนสถาน วัดราชสิทธารามฯ,3,191,281,334,615,1016,Zone05,3
1817,1818,วัดท่าพระ,เขตบางกอกใหญ่,101602,ลานศาลาอุดมชัยพัฒนกิจ วัดราชสิทธารามฯ,4,199,327,363,690,1016,Zone05,4
1818,1819,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชาตศึกษา,5,276,348,427,775,1016,Zone05,2
1819,1820,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชาตศึกษา,6,236,355,414,769,1016,Zone05,3
1820,1821,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชาตศึกษา,7,161,308,352,660,1016,Zone05,1
1821,1822,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนชาตศึกษา,8,202,244,310,554,1016,Zone05,2
1822,1823,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนชาตศึกษา,9,134,141,176,317,1016,Zone05,1
1823,1824,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดดีดวด,10,196,328,403,731,1016,Zone05,3
1824,1825,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดดีดวด,11,210,270,369,639,1016,Zone05,3
1825,1826,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนวัดดีดวด,12,245,286,400,686,1016,Zone05,7
1826,1827,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนวัดดีดวด,13,226,302,357,659,1016,Zone05,2
1827,1828,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์ข้าง บริษัท ยุโรปา มอเตอร์ จำกัด(ด้านในซอยจรัญสนิทวงศ์ 14),14,77,133,130,263,1016,Zone05,2
1828,1829,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์วิทยาลัยเทคโนโลยีสยาม,15,167,239,264,503,1016,Zone05,1
1829,1830,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดเจ้ามูล,16,156,233,284,517,1016,Zone05,1
1830,1831,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดเจ้ามูล,17,126,219,237,456,1016,Zone05,2
1831,1832,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดท่าพระ,18,238,257,347,604,1016,Zone05,3
1832,1833,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดท่าพระ,19,163,246,350,596,1016,Zone05,1
1833,1834,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนวัดท่าพระ,20,187,255,337,592,1016,Zone05,2
1834,1835,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนวัดท่าพระ,21,138,238,269,507,1016,Zone05,4
1835,1836,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารศาลาหลวงพ่อเกษรประชาสรรค์ วัดท่าพระ,22,130,266,295,561,1016,Zone05,2
1836,1837,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารศาลาหลวงพ่อเกษรประชาสรรค์ วัดท่าพระ,23,166,317,336,653,1016,Zone05,2
1837,1838,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณทางเข้าสถานีสูบจ่ายน้ำ ท่าพระ,24,214,306,349,655,1016,Zone05,0
1838,1839,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณทางเข้าสถานีสูบจ่ายน้ำ ท่าพระ,25,195,284,344,628,1016,Zone05,2
1839,1840,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดราชสิทธาราม,26,164,260,335,595,1016,Zone05,0
1840,1841,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดราชสิทธาราม,27,152,275,341,616,1016,Zone05,3
1841,1842,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามโรงเรียนวัดราชสิทธาราม,28,201,301,310,611,1016,Zone05,4
1842,1843,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์หน้าศาลาวิเศษนิยม วัดสังข์กระจายฯ,29,148,231,283,514,1016,Zone05,0
1843,1844,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์หน้าศาลาวิเศษนิยม วัดสังข์กระจายฯ,30,93,222,224,446,1016,Zone05,1
1844,1845,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชัยพิทยพัฒน์ มูลนิธิชัยพัฒนา(จารุวัฒนานุกูลท่าพระ),31,192,275,335,610,1016,Zone05,0
1845,1846,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชัยพิทยพัฒน์ มูลนิธิชัยพัฒนา (จารุวัฒนานุกูลท่าพระ),32,160,246,294,540,1016,Zone05,1
1846,1847,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนชัยพิทยพัฒน์ มูลนิธิชัยพัฒนา (จารุวัฒนานุกูลท่าพระ),33,172,257,299,556,1016,Zone05,1
1847,1848,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนฤทธิณรงค์รอน,34,116,151,177,328,1016,Zone05,0
1848,1849,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์ลานจอดรถซอยชูเวทย์ (ก่อนถึงซอยจำเนียรสุข 3),35,129,185,227,412,1016,Zone05,2
1849,1850,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณปลายซอยจำเนียรสุข 3,36,127,182,209,391,1016,Zone05,2
1850,1851,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้า หจก. แอร์ธนบุรีซาวด์ (ปากซอยเพชรเกษม 4),37,329,339,404,743,1016,Zone05,2
1851,1852,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้า หจก. แอร์ธนบุรีซาวด์ (ปากซอยเพชรเกษม 4),38,218,344,347,691,1016,Zone05,1
1852,1853,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณปากซอยเชิงพงษ์จิตต์,39,138,271,280,551,1016,Zone05,4
1853,1854,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้า บ้านเลขที่ 11/17-18 ถนนเพชรเกษม(ฝั่งเลขคี่),40,153,223,255,478,1016,Zone05,0
1854,1855,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสะพานลอย ข้างบ้านเลขที่ 11/24 ถนนเพชรเกษม(ฝั่งเลขคี่),41,147,224,281,505,1016,Zone05,1
1855,1856,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนสายประสิทธิ์วิทยา,42,506,373,533,906,1016,Zone05,1
1856,1857,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนสายประสิทธิ์วิทยา,43,593,389,529,918,1016,Zone05,6
1857,1858,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้า บริษัท อีสเทอร์น ควีนฯ(ปากซอยรัชดาภิเษก 16),44,220,262,327,589,1016,Zone05,1
1858,1859,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้า บริษัท พี.เค.ซิลเวอร์กรุ๊ป จำกัด(ปากซอยรัชดาภิเษก 19),45,427,370,519,889,1016,Zone05,2
1859,1860,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดประดู่ฉิมพลี,46,94,162,151,313,1016,Zone05,5
1860,1861,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดประดู่ในทรงธรรม,47,187,287,336,623,1016,Zone05,2
1861,1862,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารโรงเรียนวัดประดู่ในทรงธรรม,48,150,315,349,664,1016,Zone05,1
1862,1863,วัดท่าพระ,เขตบางกอกใหญ่,101602,ที่จอดรถสำนักงานกิ่งศาลิคุปต์ (ปากซอยเพชรเกษม 17),49,151,215,248,463,1016,Zone05,6
1863,1864,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารวิทยาลัยอาชีวศึกษากรุงเทพธุรกิจ(วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจเดิม),50,138,204,225,429,1016,Zone05,2
1864,1865,วัดท่าพระ,เขตบางกอกใหญ่,101602,อาคารวิทยาลัยอาชีวศึกษากรุงเทพธุรกิจ(วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจเดิม),51,180,266,311,577,1016,Zone05,1
1865,1866,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษากรุงเทพธุรกิจ(วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจเดิม),52,195,258,320,578,1016,Zone05,1
1866,1867,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้าบ้านเลขที่ 23/58 - 59 (เลยปากซอยจรัญสนิทวงศ์ 1),53,338,346,426,772,1016,Zone05,1
1867,1868,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้าบ้านเลขที่ 23/65 (เลยปากซอยจรัญสนิทวงศ์ 1),54,202,286,358,644,1016,Zone05,0
1868,1869,วัดท่าพระ,เขตบางกอกใหญ่,101602,หจก.ห้างกระจก ตั้ง ฮง เส็ง (ห้างกระจกไทยอาซาฮี),55,202,270,323,593,1016,Zone05,2
1869,1870,วัดท่าพระ,เขตบางกอกใหญ่,101602,หจก.ห้างกระจก ตั้ง ฮง เส็ง (ห้างกระจกไทยอาซาฮี),56,523,227,414,641,1016,Zone05,3
1870,1871,วัดท่าพระ,เขตบางกอกใหญ่,101602,หจก.ห้างกระจก ตั้ง ฮง เส็ง (ห้างกระจกไทยอาซาฮี),57,426,289,385,674,1016,Zone05,0
1871,1872,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณชุมชนปลายซอยศักดิ์เจริญ (ซอยจรัญสนิทวงศ์ 3),58,203,266,391,657,1016,Zone05,5
1872,1873,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณชุมชนปลายซอยศักดิ์เจริญ (ซอยจรัญสนิทวงศ์ 3),59,270,316,397,713,1016,Zone05,3
1873,1874,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณชุมชนปลายซอยศักดิ์เจริญ (ซอยจรัญสนิทวงศ์ 3),60,136,247,262,509,1016,Zone05,1
1874,1875,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้าร้าน กิน กัน จัง ชาบู ชีส(เลยปากซอยจรัญสนิทวงศ์ 3),61,137,194,235,429,1016,Zone05,2
1875,1876,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณที่ว่างปากซอยจรัญสนิทวงศ์ 7,62,172,283,324,607,1016,Zone05,2
1876,1877,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณที่ว่างปากซอยจรัญสนิทวงศ์ 7,63,169,286,318,604,1016,Zone05,2
1877,1878,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณที่ว่างปากซอยจรัญสนิทวงศ์ 7,64,148,270,301,571,1016,Zone05,3
1878,1879,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณที่ว่างปากซอยจรัญสนิทวงศ์ 7,65,147,226,289,515,1016,Zone05,2
1879,1880,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณหน้าธนาคารกสิกรไทย สาขาจรัญสนิทวงศ์ 11,66,188,224,282,506,1016,Zone05,2
1880,1881,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณที่จอดรถธนาคารกรุงไทย สาขาจรัญสนิทวงศ์ 13,67,194,236,285,521,1016,Zone05,1
1881,1882,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษาธนบุรี,68,257,292,346,638,1016,Zone05,0
1882,1883,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษาธนบุรี,69,195,276,320,596,1016,Zone05,3
1883,1884,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษาธนบุรี,70,185,253,320,573,1016,Zone05,1
1884,1885,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษาธนบุรี,71,189,263,310,573,1016,Zone05,0
1885,1886,วัดท่าพระ,เขตบางกอกใหญ่,101602,เต็นท์บริเวณสนามวิทยาลัยอาชีวศึกษาธนบุรี,72,162,233,287,520,1016,Zone05,1
1886,1887,วัดท่าพระ,เขตบางกอกใหญ่,101602,อู่ซ่อมรถ ที 21 ซอยพาณิชยการธนบุรี 21,73,329,350,447,797,1016,Zone05,3
