index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
5853,5854,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,1,305,346,448,794,1044,Zone04,0
5854,5855,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,2,274,299,404,703,1044,Zone04,3
5855,5856,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,3,284,345,435,780,1044,Zone04,5
5856,5857,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,4,273,338,425,763,1044,Zone04,3
5857,5858,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,5,227,336,431,767,1044,Zone04,2
5858,5859,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,6,283,365,421,786,1044,Zone04,4
5859,5860,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,7,184,384,391,775,1044,Zone04,1
5860,5861,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,8,265,333,417,750,1044,Zone04,1
5861,5862,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,9,203,317,348,665,1044,Zone04,3
5862,5863,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณสำนักงานเขตสะพานสูง,10,275,321,378,699,1044,Zone04,0
5863,5864,สะพานสูง,เขตสะพานสูง,104401,โรงเรียนศิริเพ็ญ,11,323,348,444,792,1044,Zone04,0
5864,5865,สะพานสูง,เขตสะพานสูง,104401,โรงเรียนศิริเพ็ญ,12,361,322,434,756,1044,Zone04,2
5865,5866,สะพานสูง,เขตสะพานสูง,104401,โรงเรียนศิริเพ็ญ,13,298,331,410,741,1044,Zone04,2
5866,5867,สะพานสูง,เขตสะพานสูง,104401,โรงเรียนศิริเพ็ญ,14,264,327,418,745,1044,Zone04,0
5867,5868,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณโรงเรียนนวมินทราชินูทิศ เตรียมอุดมศึกษาน้อมเกล้า,15,250,308,353,661,1044,Zone04,2
5868,5869,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณโรงเรียนนวมินทราชินูทิศ เตรียมอุดมศึกษาน้อมเกล้า,16,210,295,334,629,1044,Zone04,2
5869,5870,สะพานสูง,เขตสะพานสูง,104401,เต็นท์บริเวณโรงเรียนนวมินทราชินูทิศ เตรียมอุดมศึกษาน้อมเกล้า,17,234,275,379,654,1044,Zone04,2
