index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
6332,6333,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,1,545,295,443,738,1047,Zone02,0
6333,6334,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,2,314,307,322,629,1047,Zone02,0
6334,6335,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,3,265,323,387,710,1047,Zone02,0
6335,6336,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,4,210,257,281,538,1047,Zone02,0
6336,6337,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,5,277,292,322,614,1047,Zone02,0
6337,6338,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,6,182,218,283,501,1047,Zone02,0
6338,6339,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,7,178,210,266,476,1047,Zone02,0
6339,6340,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,8,142,184,212,396,1047,Zone02,0
6340,6341,บางนาเหนือ,เขตบางนา,104701,สนามกีฬาอเนกประสงค์โรงเรียนอรรถวิทย์,9,367,272,346,618,1047,Zone02,0
6341,6342,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,10,352,235,357,592,1047,Zone02,0
6342,6343,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,11,250,224,288,512,1047,Zone02,0
6343,6344,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,12,183,214,275,489,1047,Zone02,0
6344,6345,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,13,125,196,251,447,1047,Zone02,0
6345,6346,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,14,148,205,287,492,1047,Zone02,0
6346,6347,บางนาเหนือ,เขตบางนา,104701,เต็นท์ในบริเวณโรงเรียนสิริรัตนาธร,15,142,216,282,498,1047,Zone02,0
