index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
1433,1434,ช่องนนทรี,เขตยานนาวา,101203,สถานรับเลี้ยงเด็ก น๊อตดี้เพลย์กรุ๊ป,1,250,245,374,619,1012,Zone02,2
1434,1435,ช่องนนทรี,เขตยานนาวา,101203,สถานรับเลี้ยงเด็ก น๊อตดี้เพลย์กรุ๊ป,2,258,256,355,611,1012,Zone02,0
1435,1436,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์บริเวณกิจการวิทยุกระจายเสียงทหารเรือทุ่งมหาเมฆ,3,361,256,363,619,1012,Zone02,2
1436,1437,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์บริเวณกิจการวิทยุกระจายเสียงทหารเรือทุ่งมหาเมฆ,4,240,277,331,608,1012,Zone02,3
1437,1438,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนประถมนนทรี,5,178,305,291,596,1012,Zone02,1
1438,1439,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนประถมนนทรี,6,219,311,327,638,1012,Zone02,2
1439,1440,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนประถมนนทรี,7,221,277,345,622,1012,Zone02,1
1440,1441,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ลานจอดรถ บ.กู๊ดทีม เอ็นเตอร์ไพรส์ จำกัด,8,252,281,339,620,1012,Zone02,3
1441,1442,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ลานจอดรถ บ.กู๊ดทีม เอ็นเตอร์ไพรส์ จำกัด,9,203,317,310,627,1012,Zone02,0
1442,1443,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ลานจอดรถ บ.กู๊ดทีม เอ็นเตอร์ไพรส์ จำกัด,10,288,295,324,619,1012,Zone02,0
1443,1444,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ลานจอดรถ บ.กู๊ดทีม เอ็นเตอร์ไพรส์ จำกัด,11,271,262,363,625,1012,Zone02,2
1444,1445,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าโรงพยาบาลกรุณาพิทักษ์,12,185,290,336,626,1012,Zone02,2
1445,1446,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าโรงพยาบาลกรุณาพิทักษ์,13,222,266,351,617,1012,Zone02,0
1446,1447,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าโรงพยาบาลกรุณาพิทักษ์,14,291,301,323,624,1012,Zone02,1
1447,1448,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนนนทรีวิทยา,15,191,288,343,631,1012,Zone02,2
1448,1449,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนนนทรีวิทยา,16,373,260,379,639,1012,Zone02,2
1449,1450,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนวัดช่องลม,17,167,247,284,531,1012,Zone02,1
1450,1451,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ในวัดช่องลม,18,123,265,268,533,1012,Zone02,0
1451,1452,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ในวัดช่องลม,19,151,253,277,530,1012,Zone02,2
1452,1453,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ในวัดช่องลม,20,166,251,285,536,1012,Zone02,1
1453,1454,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าอาคาร แอล พี เอ็น ทาวเวอร์,21,354,225,320,545,1012,Zone02,1
1454,1455,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าหมู่บ้านรวยรุ่งเรือง,22,135,247,291,538,1012,Zone02,0
1455,1456,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าหมู่บ้านรวยรุ่งเรือง,23,173,249,293,542,1012,Zone02,3
1456,1457,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าหมู่บ้านรวยรุ่งเรือง,24,317,220,318,538,1012,Zone02,4
1457,1458,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้าธนาคารทหารไทยธนชาต สาขาช่องนนทรี,25,204,238,299,537,1012,Zone02,2
1458,1459,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์บริเวณสถานีบริการน้ำมัน shell ถนนจันทน์,26,191,297,314,611,1012,Zone02,2
1459,1460,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์บริเวณสถานีบริการน้ำมัน shell ถนนจันทน์,27,196,280,323,603,1012,Zone02,0
1460,1461,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนอนุบาลมณีรัตน์,28,216,242,345,587,1012,Zone02,3
1461,1462,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนอนุบาลมณีรัตน์,29,301,243,350,593,1012,Zone02,1
1462,1463,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนอนุบาลมณีรัตน์,30,364,253,346,599,1012,Zone02,2
1463,1464,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้า หจก.อาจิวการไฟฟ้า,31,165,266,336,602,1012,Zone02,2
1464,1465,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์หน้า หจก.อาจิวการไฟฟ้า,32,254,240,365,605,1012,Zone02,4
1465,1466,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนทวีวัฒนา,33,195,255,339,594,1012,Zone02,2
1466,1467,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนทวีวัฒนา,34,265,240,353,593,1012,Zone02,3
1467,1468,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนวรมงคล,35,288,214,344,558,1012,Zone02,1
1468,1469,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนวรมงคล,36,276,253,299,552,1012,Zone02,1
1469,1470,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนวรมงคล,37,194,248,300,548,1012,Zone02,2
1470,1471,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนวรมงคล,38,193,251,296,547,1012,Zone02,4
1471,1472,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ข้างสมาคมพฤกษ์สัมพันธ์ (หมู่บ้านนครไทย),39,202,281,337,618,1012,Zone02,1
1472,1473,ช่องนนทรี,เขตยานนาวา,101203,เต็นท์ข้างสมาคมพฤกษ์สัมพันธ์ (หมู่บ้านนครไทย),40,229,274,339,613,1012,Zone02,1
1473,1474,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนพระแม่มารี สาธุประดิษฐ์,41,287,217,327,544,1012,Zone02,2
1474,1475,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนพระแม่มารี สาธุประดิษฐ์,42,352,219,335,554,1012,Zone02,3
1475,1476,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนพระแม่มารี สาธุประดิษฐ์,43,392,196,347,543,1012,Zone02,1
1476,1477,ช่องนนทรี,เขตยานนาวา,101203,โรงเรียนพระแม่มารี สาธุประดิษฐ์,44,162,249,289,538,1012,Zone02,4
