index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
1229,1230,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์ลานจอดรถข้างศาลเจ้าแป๊ะกง ซอยลาดกระบัง 15/4,1,187,218,277,495,1011,Zone04,2
1230,1231,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์สวนพระนคร,2,163,190,232,422,1011,Zone04,0
1231,1232,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์สวนพระนคร,3,275,300,403,703,1011,Zone04,2
1232,1233,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์สวนพระนคร,4,206,319,397,716,1011,Zone04,1
1233,1234,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์โครงการ เอเวียนวิลเลจ ซอยลาดกระบัง 46/1,5,254,317,342,659,1011,Zone04,2
1234,1235,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์โครงการ เอเวียนวิลเลจ ซอยลาดกระบัง 46/1,6,202,290,320,610,1011,Zone04,5
1235,1236,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์โครงการ เอเวียนวิลเลจ ซอยลาดกระบัง 46/1,7,248,299,377,676,1011,Zone04,4
1236,1237,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์ชุมชนหมู่บ้านเคหะนคร 2,8,245,322,372,694,1011,Zone04,3
1237,1238,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์สนามเด็กเล่นชุมชนหมู่บ้านเคหะนคร 2 ซอย 9,9,257,284,373,657,1011,Zone04,1
1238,1239,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์สนามเด็กเล่นชุมชนหมู่บ้านเคหะนคร 2 ซอย 9,10,256,332,343,675,1011,Zone04,0
1239,1240,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์ลานจอดรถตลาดผลเจริญ ซ.ลาดกระบัง 30/2,11,235,305,354,659,1011,Zone04,0
1240,1241,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์ลานจอดรถร้านเซเว่นอีเลฟเว่น ซอยลาดกระบัง 26,12,273,296,366,662,1011,Zone04,1
1241,1242,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์ลานจอดรถร้านเซ่เว่นอีเลฟเว่น ซอยลาดกระบัง 26,13,303,294,350,644,1011,Zone04,2
1242,1243,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์หน้าโชว์รูมโตโยต้า ที.บี.เอ็น. เดอะพาซิโอ,14,498,407,542,949,1011,Zone04,1
1243,1244,ลาดกระบัง,เขตลาดกระบัง,101101,โรงขายอาหารใกล้ปากซอยลาดกระบัง 14/2 (อู่สีกรุงเทพ),15,276,411,451,862,1011,Zone04,2
1244,1245,ลาดกระบัง,เขตลาดกระบัง,101101,ลานอเนกประสงค์โรงเรียนประเวศพิทยาคาร ซอยลาดกระบัง 14,16,509,434,568,1002,1011,Zone04,2
1245,1246,ลาดกระบัง,เขตลาดกระบัง,101101,ลานอเนกประสงค์โรงเรียนประเวศพิทยาคาร ซอยลาดกระบัง 14,17,790,398,634,1032,1011,Zone04,0
1246,1247,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์ลานจอดรถร้านเซเว่นอีเลฟเว่น ปากซอยลาดกระบัง 2/1,18,201,303,312,615,1011,Zone04,1
1247,1248,ลาดกระบัง,เขตลาดกระบัง,101101,อาคารโรงเรียนอนุบาลพร้อม ซอยลาดกระบัง 1 ก/18,19,269,287,378,665,1011,Zone04,3
1248,1249,ลาดกระบัง,เขตลาดกระบัง,101101,อาคารโรงเรียนอนุบาลพร้อม ซอยลาดกระบัง 1 ก/18,20,248,268,322,590,1011,Zone04,1
1249,1250,ลาดกระบัง,เขตลาดกระบัง,101101,อาคารโรงเรียนอนุบาลพร้อม ซอยลาดกระบัง 1 ก/18,21,366,308,362,670,1011,Zone04,2
1250,1251,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลานบุญ,22,172,266,327,593,1011,Zone04,1
1251,1252,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลานบุญ,23,205,294,334,628,1011,Zone04,2
1252,1253,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลานบุญ,24,247,317,411,728,1011,Zone04,3
1253,1254,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดสังฆราชา,25,343,412,477,889,1011,Zone04,2
1254,1255,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดสังฆราชา,26,443,350,504,854,1011,Zone04,1
1255,1256,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดสังฆราชา,27,284,387,440,827,1011,Zone04,1
1256,1257,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลาดกระบัง,28,179,322,355,677,1011,Zone04,1
1257,1258,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลาดกระบัง,29,173,339,318,657,1011,Zone04,1
1258,1259,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลาดกระบัง,30,194,256,328,584,1011,Zone04,5
1259,1260,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดลาดกระบัง,31,191,314,368,682,1011,Zone04,1
1260,1261,ลาดกระบัง,เขตลาดกระบัง,101101,เต็นท์บริเวณลานจอดรถหอพักบ้านแสงวิวัฒน์ ซอยลาดกระบัง 9/1,32,210,300,332,632,1011,Zone04,0
1261,1262,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดปลูกศรัทธา,33,200,211,256,467,1011,Zone04,0
1262,1263,ลาดกระบัง,เขตลาดกระบัง,101101,ลานโดมอเนกประสงค์โรงเรียนวัดปลูกศรัทธา,34,186,215,297,512,1011,Zone04,2
1263,1264,ลาดกระบัง,เขตลาดกระบัง,101101,โรงเรียนศึกษาพัฒนา,35,121,224,203,427,1011,Zone04,1
1264,1265,ลาดกระบัง,เขตลาดกระบัง,101101,โรงเรียนศึกษาพัฒนา,36,119,217,220,437,1011,Zone04,1
1265,1266,คลองสองต้นนุ่น,เขตลาดกระบัง,101102,เต็นท์ที่ว่างบริเวณบ้านเลขที่ 19 ริมถนนร่มเกล้า 1,1,166,270,273,543,1011,Zone04,3
