index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
4646,4647,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),1,379,327,416,743,1036,Zone03,0
4647,4648,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),2,231,324,390,714,1036,Zone03,1
4648,4649,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),3,207,309,396,705,1036,Zone03,0
4649,4650,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,4,179,211,255,466,1036,Zone03,1
4650,4651,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,5,158,193,219,412,1036,Zone03,2
4651,4652,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,6,188,247,291,538,1036,Zone03,5
4652,4653,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,7,230,299,384,683,1036,Zone03,0
4653,4654,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,8,214,319,391,710,1036,Zone03,0
4654,4655,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,9,231,313,396,709,1036,Zone03,0
4655,4656,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,10,206,334,374,708,1036,Zone03,0
4656,4657,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,11,233,321,378,699,1036,Zone03,3
4657,4658,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,12,227,332,392,724,1036,Zone03,0
4658,4659,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,13,225,319,398,717,1036,Zone03,2
4659,4660,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,14,214,337,377,714,1036,Zone03,0
4660,4661,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณค่ายลูกเสือกรุงเทพมหานคร (พิศลยบุตร) ถนนสรงประภา,15,201,230,273,503,1036,Zone03,1
4661,4662,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณค่ายลูกเสือกรุงเทพมหานคร (พิศลยบุตร) ถนนสรงประภา,16,181,277,331,608,1036,Zone03,1
4662,4663,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณค่ายลูกเสือกรุงเทพมหานคร (พิศลยบุตร) ถนนสรงประภา,17,218,291,310,601,1036,Zone03,1
4663,4664,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณค่ายลูกเสือกรุงเทพมหานคร (พิศลยบุตร) ถนนสรงประภา,18,225,280,357,637,1036,Zone03,1
4664,4665,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณค่ายลูกเสือกรุงเทพมหานคร (พิศลยบุตร) ถนนสรงประภา,19,224,278,293,571,1036,Zone03,0
4665,4666,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณศาลาอเนกประสงค์ชุมชนดอนเมืองวิลล่า,20,214,244,326,570,1036,Zone03,2
4666,4667,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณศาลาอเนกประสงค์ชุมชนดอนเมืองวิลล่า,21,199,243,321,564,1036,Zone03,0
4667,4668,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านสายทิพย์ ซอย 11,22,212,282,354,636,1036,Zone03,1
4668,4669,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านสายทิพย์ ซอย 11,23,236,289,340,629,1036,Zone03,5
4669,4670,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์ชุมชนวังไพเวช,24,292,366,452,818,1036,Zone03,2
4670,4671,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์ชุมชนวังไพเวช,25,267,308,427,735,1036,Zone03,1
4671,4672,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์ชุมชนวังไพเวช,26,419,353,481,834,1036,Zone03,1
4672,4673,สีกัน,เขตดอนเมือง,103602,ที่ทำการชุมชนหมู่บ้านแหลมทองนิเวศน์,27,223,263,315,578,1036,Zone03,1
4673,4674,สีกัน,เขตดอนเมือง,103602,ศาลาที่ทำการชุมชนหมู่บ้านปิ่นเจริญ 3 (ข้างบ้านหนังสือ กทม.),28,240,297,373,670,1036,Zone03,1
4674,4675,สีกัน,เขตดอนเมือง,103602,ศาลาที่ทำการชุมชนหมู่บ้านปิ่นเจริญ 3 (ข้างบ้านหนังสือ กทม.),29,232,299,380,679,1036,Zone03,1
4675,4676,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกีฬาชุมชนหมู่บ้านปิ่นเจริญ 3,30,216,297,377,674,1036,Zone03,0
4676,4677,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกีฬาชุมชนหมู่บ้านปิ่นเจริญ 3,31,222,294,375,669,1036,Zone03,1
4677,4678,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกีฬาชุมชนหมู่บ้านปิ่นเจริญ 3,32,244,292,390,682,1036,Zone03,3
4678,4679,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลระหว่างอาคารสวัสดิการทหาร 12 - 13(ทุ่งสีกัน 1),33,307,269,242,511,1036,Zone03,3
4679,4680,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลระหว่างอาคารสวัสดิการทหาร 12 - 13(ทุ่งสีกัน 1),34,193,551,120,671,1036,Zone03,4
4680,4681,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลระหว่างอาคารสวัสดิการทหาร 12 - 13(ทุ่งสีกัน 1),35,388,440,228,668,1036,Zone03,0
4681,4682,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหน้าประตู 2 อาคารสวัสดิการทหาร (ทุ่งสีกัน 1),36,419,377,276,653,1036,Zone03,3
4682,4683,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหน้าประตู 2 อาคารสวัสดิการทหาร (ทุ่งสีกัน 1),37,443,379,290,669,1036,Zone03,3
4683,4684,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหน้าประตู 2 อาคารสวัสดิการทหาร (ทุ่งสีกัน 1),38,519,399,291,690,1036,Zone03,6
4684,4685,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานอเนกประสงค์หน้าอาคารสวัสดิการ (ทุ่งสีกัน 2),39,202,517,108,625,1036,Zone03,5
4685,4686,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานอเนกประสงค์หน้าอาคารสวัสดิการ (ทุ่งสีกัน 2),40,374,360,267,627,1036,Zone03,0
4686,4687,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานอเนกประสงค์หน้าอาคารสวัสดิการ (ทุ่งสีกัน 2),41,380,341,285,626,1036,Zone03,0
4687,4688,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกีฬาหมู่บ้านปิ่นเจริญ 4,42,240,303,350,653,1036,Zone03,3
4688,4689,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกีฬาหมู่บ้านปิ่นเจริญ 4,43,223,279,354,633,1036,Zone03,1
4689,4690,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),44,420,325,432,757,1036,Zone03,2
4690,4691,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),45,343,307,398,705,1036,Zone03,4
4691,4692,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),46,322,340,349,689,1036,Zone03,3
4692,4693,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),47,410,317,414,731,1036,Zone03,3
4693,4694,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),48,251,287,375,662,1036,Zone03,1
4694,4695,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณวัดคลองบ้านใหม่ (สันติบุญมาราม),49,277,269,373,642,1036,Zone03,4
4695,4696,สีกัน,เขตดอนเมือง,103602,ศาลาอเนกประสงค์บริเวณบ้านเอื้ออาทร (ถนนเทิดราชัน),50,404,365,412,777,1036,Zone03,1
4696,4697,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณตรงข้ามสำนักงานนิติบุคคลบ้านเอื้ออาทร (ถนนเทิดราชัน),51,366,319,443,762,1036,Zone03,2
4697,4698,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณหมู่บ้านอมรพันธ์ทาวน์โฮม,52,237,311,377,688,1036,Zone03,5
4698,4699,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณที่ทำการชุมชนหมู่บ้าน กรป.กลาง,53,264,280,351,631,1036,Zone03,4
4699,4700,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณที่ทำการชุมชนหมู่บ้าน กรป.กลาง,54,224,316,320,636,1036,Zone03,2
4700,4701,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณที่ทำการชุมชนหมู่บ้าน กรป.กลาง,55,202,294,333,627,1036,Zone03,3
4701,4702,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณที่ทำการชุมชนหมู่บ้าน กรป.กลาง,56,184,300,325,625,1036,Zone03,2
4702,4703,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณกองพันระวังป้องกัน สำนักงานปลัดกระทรวงกลาโหม,57,258,326,341,667,1036,Zone03,2
4703,4704,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณกองพันระวังป้องกัน สำนักงานปลัดกระทรวงกลาโหม,58,257,498,193,691,1036,Zone03,1
4704,4705,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณกองพันระวังป้องกัน สำนักงานปลัดกระทรวงกลาโหม,59,339,296,386,682,1036,Zone03,1
4705,4706,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสำนักงานหมู่บ้านเดอะคอนเนค 7/1,60,259,254,322,576,1036,Zone03,1
4706,4707,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสำนักงานหมู่บ้านเดอะคอนเนค 7/1,61,311,258,350,608,1036,Zone03,2
4707,4708,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสำนักงานหมู่บ้านเดอะคอนเนค 7/1,62,250,273,316,589,1036,Zone03,0
4708,4709,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลโรงเรียนเจริญวิทยศึกษา (ถนนเดชะตุงคะ),63,329,246,333,579,1036,Zone03,2
4709,4710,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลโรงเรียนเจริญวิทยศึกษา (ถนนเดชะตุงคะ),64,138,250,226,476,1036,Zone03,0
4710,4711,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณสนามฟุตบอลโรงเรียนเจริญวิทยศึกษา (ถนนเดชะตุงคะ),65,160,231,229,460,1036,Zone03,1
4711,4712,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกิจกรรมโรงเรียนบำรุงรวิวรรณวิทยา,66,425,642,147,789,1036,Zone03,2
4712,4713,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกิจกรรมโรงเรียนบำรุงรวิวรรณวิทยา,67,224,261,328,589,1036,Zone03,3
4713,4714,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกิจกรรมโรงเรียนบำรุงรวิวรรณวิทยา,68,245,273,347,620,1036,Zone03,2
4714,4715,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกิจกรรมโรงเรียนบำรุงรวิวรรณวิทยา,69,286,279,342,621,1036,Zone03,0
4715,4716,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณลานกิจกรรมโรงเรียนบำรุงรวิวรรณวิทยา,70,383,277,339,616,1036,Zone03,4
4716,4717,สีกัน,เขตดอนเมือง,103602,อาคารบริการ 2 สโมสรทหารอากาศ ทุ่งสีกัน,71,1,827,0,827,1036,Zone03,1
4717,4718,สีกัน,เขตดอนเมือง,103602,อาคารบริการ 2 สโมสรทหารอากาศ ทุ่งสีกัน,72,385,461,321,782,1036,Zone03,1
4718,4719,สีกัน,เขตดอนเมือง,103602,เต็นท์บริเวณอาคารสนามแบดมินตัน กองทัพอากาศ แฟลตทุ่งสีกัน,73,421,463,299,762,1036,Zone03,4
