index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
2002,2003,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าสวนป่าฯ  เชิงสะพานพระปกเกล้า,1,128,176,224,400,1018,Zone05,0
2003,2004,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าสวนป่าฯ เชิงสะพานพระปกเกล้า,2,116,185,229,414,1018,Zone05,1
2004,2005,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนบำรุงวิชา ซอยช่างนาค,3,119,200,229,429,1018,Zone05,1
2005,2006,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนบำรุงวิชา ซอยช่างนาค,4,141,206,241,447,1018,Zone05,1
2006,2007,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนบำรุงวิชา ซอยช่างนาค,5,184,296,338,634,1018,Zone05,3
2007,2008,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนสตรีวุฑฒิศึกษา (เดิม) ซอยสมเด็จเจ้าพระยา 5,6,102,184,192,376,1018,Zone05,1
2008,2009,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนสตรีวุฑฒิศึกษา  (เดิม) ซอยสมเด็จเจ้าพระยา 5,7,120,233,251,484,1018,Zone05,1
2009,2010,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าศาลเจ้าซำไนเก็ง  ถนนท่าดินแดง,8,126,165,221,386,1018,Zone05,1
2010,2011,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าศาลเจ้าซำไนเก็ง  ถนนท่าดินแดง,9,110,173,198,371,1018,Zone05,1
2011,2012,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนวัดพิชัยญาติ,10,136,215,230,445,1018,Zone05,0
2012,2013,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงรถ บริษัท บี.เอ็ล.ฮั้ว จำกัด  ซอยสมเด็จเจ้าพระยา 12,11,161,234,288,522,1018,Zone05,3
2013,2014,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงรถ บริษัท บี.เอ็ล.ฮั้ว จำกัด  ซอยสมเด็จเจ้าพระยา 12,12,136,222,267,489,1018,Zone05,2
2014,2015,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงรถ บริษัท บี.เอ็ล.ฮั้ว จำกัด  ซอยสมเด็จเจ้าพระยา 12,13,201,235,309,544,1018,Zone05,1
2015,2016,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าบ้านเลขที่ 73 - 81  ซอยท่าดินแดง 3,14,141,230,263,493,1018,Zone05,1
2016,2017,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าบ้านเลขที่ 73 - 81  ซอยท่าดินแดง 3,15,127,188,236,424,1018,Zone05,2
2017,2018,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าธนาคารอาคารสงเคราะห์ สาขาสี่แยกบ้านแขก ซอยอิสรภาพ 10,16,159,184,253,437,1018,Zone05,0
2018,2019,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนพัฒนาวิทยา  ถนนอิสรภาพ,17,158,248,272,520,1018,Zone05,1
2019,2020,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,โรงเรียนพัฒนาวิทยา  ถนนอิสรภาพ,18,225,296,348,644,1018,Zone05,3
2020,2021,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์ปากซอยสารภี 2  ถนนประชาธิปก,19,127,149,197,346,1018,Zone05,1
2021,2022,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์ข้างห้างแพลตฟอร์ม  ถนนลาดหญ้า,20,142,173,225,398,1018,Zone05,1
2022,2023,สมเด็จเจ้าพระยา,เขตคลองสาน,101801,เต็นท์หน้าชุมสายโทรศัพท์  ถนนลาดหญ้า,21,118,145,192,337,1018,Zone05,3
2023,2024,คลองสาน,เขตคลองสาน,101802,โรงเรียนวัดทองธรรมชาติ,1,121,164,200,364,1018,Zone05,0
2024,2025,คลองสาน,เขตคลองสาน,101802,โรงเรียนวัดทองธรรมชาติ,2,141,233,280,513,1018,Zone05,3
