index,CODE_UNIT,SubDist,Dist,SubC,Place,Unit,Housing,MVoter,FMVoter,Voter,DistC,zone,count
1540,1541,จักรวรรดิ,เขตสัมพันธวงศ์,101301,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ บพิตรพิมุข จักรวรรดิ(ใต้อาคารเรียนฝั่งซ้าย),1,186,273,318,591,1013,Zone01,1
1541,1542,จักรวรรดิ,เขตสัมพันธวงศ์,101301,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ บพิตรพิมุข จักรวรรดิ(ใต้อาคารเรียนฝั่งขวา),2,229,367,372,739,1013,Zone01,2
1542,1543,จักรวรรดิ,เขตสัมพันธวงศ์,101301,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ บพิตรพิมุข จักรวรรดิ(โรงอาหาร),3,288,380,403,783,1013,Zone01,3
1543,1544,จักรวรรดิ,เขตสัมพันธวงศ์,101301,โรงเรียนวัดจักรวรรดิ (ห้องประชุม),4,260,314,374,688,1013,Zone01,1
1544,1545,จักรวรรดิ,เขตสัมพันธวงศ์,101301,เต็นท์บริเวณโรงเรียนวัดจักรวรรดิ,5,211,236,250,486,1013,Zone01,3
1545,1546,จักรวรรดิ,เขตสัมพันธวงศ์,101301,เต็นท์บริเวณวัดโลกานุเคราะห์,6,189,249,270,519,1013,Zone01,2
1546,1547,จักรวรรดิ,เขตสัมพันธวงศ์,101301,โรงเรียนเผยอิง (ห้องเรียนฝั่งซ้าย),7,243,291,365,656,1013,Zone01,4
1547,1548,จักรวรรดิ,เขตสัมพันธวงศ์,101301,โรงเรียนเผยอิง (ห้องเรียนฝั่งขวา),8,254,334,359,693,1013,Zone01,2
1548,1549,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,โรงเรียนวัดชัยชนะสงคราม,1,233,271,307,578,1013,Zone01,1
1549,1550,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,วัดกันมาตุยาราม,2,186,252,291,543,1013,Zone01,0
1550,1551,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,วัดกันมาตุยาราม,3,196,255,308,563,1013,Zone01,3
1551,1552,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,เต็นท์บริเวณวัดกันมาตุยาราม,4,228,231,336,567,1013,Zone01,0
1552,1553,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,วัดมงคลสมาคม,5,267,449,412,861,1013,Zone01,4
1553,1554,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,สมาคมฮากกา (ลานจอดรถ),6,181,223,281,504,1013,Zone01,1
1554,1555,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,โรงเรียนวัดสัมพันธวงศ์,7,301,373,491,864,1013,Zone01,1
1555,1556,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,โรงเรียนวัดสัมพันธวงศ์,8,269,418,468,886,1013,Zone01,0
1556,1557,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,โรงเรียนวัดปทุมคงคา,9,146,214,268,482,1013,Zone01,0
1557,1558,สัมพันธวงศ์,เขตสัมพันธวงศ์,101302,เต็นท์บริเวณโรงเรียนวัดปทุมคงคา,10,165,255,280,535,1013,Zone01,0
1558,1559,ตลาดน้อย,เขตสัมพันธวงศ์,101303,เต็นท์บริเวณโรงเรียนไตรมิตรวิทยาลัย,1,199,359,366,725,1013,Zone01,3
1559,1560,ตลาดน้อย,เขตสัมพันธวงศ์,101303,เต็นท์บริเวณโรงเรียนไตรมิตรวิทยาลัย,2,208,368,408,776,1013,Zone01,2
1560,1561,ตลาดน้อย,เขตสัมพันธวงศ์,101303,เต็นท์บริเวณโรงเรียนไตรมิตรวิทยาลัย,3,220,329,409,738,1013,Zone01,0
1561,1562,ตลาดน้อย,เขตสัมพันธวงศ์,101303,โรงเรียนกุหลาบวิทยา (ใต้อาคารเรียนฝั่งวัดแม่พระ),4,226,325,389,714,1013,Zone01,2
1562,1563,ตลาดน้อย,เขตสัมพันธวงศ์,101303,โรงเรียนกุหลาบวิทยา (ใต้อาคารเรียนฝั่งวัดแม่พระ),5,193,293,348,641,1013,Zone01,2
1563,1564,ตลาดน้อย,เขตสัมพันธวงศ์,101303,โรงเรียนกุหลาบวิทยา (ใต้อาคารเรียนฝั่งวัดแม่พระ),6,216,302,363,665,1013,Zone01,1
1564,1565,ตลาดน้อย,เขตสัมพันธวงศ์,101303,โรงเรียนกุหลาบวิทยา (โรงอาหาร),7,262,249,389,638,1013,Zone01,3
1565,1566,ตลาดน้อย,เขตสัมพันธวงศ์,101303,โรงเรียนกุหลาบวิทยา (โรงอาหาร),8,179,352,342,694,1013,Zone01,1
