index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
5742,5743,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าหมู่บ้านเจริญทรัพย์,1,177,396,0,0,0
5743,5744,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าสนามกีฬา (ไนติงเกล),2,193,463,2,88,19
5744,5745,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถร้านอาหาร PLAY,3,272,551,0,0,0
5745,5746,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถร้านอาหาร PLAY,4,203,527,2,289,54
5746,5747,Zone04,1043,104301,คันนายาว,เขตคันนายาว,วัดราษฎร์ศรัทธาธรรม (บางชัน),5,181,513,1,17,3
5747,5748,Zone04,1043,104301,คันนายาว,เขตคันนายาว,วัดราษฎร์ศรัทธาธรรม (บางชัน),6,131,446,1,320,71
5748,5749,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปั๊มน้ำมันเอสโซ่ (กม.12),7,347,774,4,474,61
5749,5750,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าสวนคันนายาวรมณีย์,8,257,634,1,120,18
5750,5751,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าสวนคันนายาวรมณีย์,9,236,599,3,273,45
5751,5752,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าสวนคันนายาวรมณีย์,10,257,660,2,91,13
5752,5753,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณอาคารอมรพันธ์แซทเทอไลท์คอนโดทาวน์ (R 4),11,306,714,2,127,17
5753,5754,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณอาคารอมรพันธ์แซทเทอไลท์คอนโดทาวน์ (R 4),12,393,788,1,169,21
5754,5755,Zone04,1043,104301,คันนายาว,เขตคันนายาว,ศาลาบริเวณสนามเด็กเล่นหมู่บ้านเก้าแสนเจ็ด,13,208,483,1,348,72
5755,5756,Zone04,1043,104301,คันนายาว,เขตคันนายาว,ศาลาบริเวณสนามเด็กเล่นหมู่บ้านเก้าแสนเจ็ด,14,156,418,2,142,33
5756,5757,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถแกรนด์สยามอินน์,15,149,414,1,58,14
5757,5758,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถแกรนด์สยามอินน์,16,171,518,0,0,0
5758,5759,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานกีฬาชุมชนอมรพันธ์นครสวนสยาม,17,220,597,1,5,0
5759,5760,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถธนาคารกรุงเทพ สาขาสวนสยาม,18,234,588,0,0,0
5760,5761,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถธนาคารไทยพาณิชย์ สาขาถนนเสรีไทย,19,250,592,0,0,0
5761,5762,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านเกษรา,20,479,748,4,424,56
5762,5763,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านเกษรา,21,191,495,2,212,42
5763,5764,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถทองประกายคอนโดเทล,22,129,485,2,250,51
5764,5765,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถทองประกายคอนโดเทล,23,191,488,2,312,63
5765,5766,Zone04,1043,104301,คันนายาว,เขตคันนายาว,โรงเรียนคันนายาว,24,260,838,1,271,32
5766,5767,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าโชว์รูมรถยนต์โตโยต้า สาขาสุขาภิบาล 2,25,253,522,3,491,94
5767,5768,Zone04,1043,104301,คันนายาว,เขตคันนายาว,โรงเรียนสอนศาสนานูรุดดีน (สุเหร่าแดง),26,175,684,0,0,0
5768,5769,Zone04,1043,104301,คันนายาว,เขตคันนายาว,โรงเรียนสอนศาสนานูรุดดีน (สุเหร่าแดง),27,164,659,0,0,0
5769,5770,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าหมู่บ้านเรือนทองนิเวศน์,28,307,772,1,132,17
5770,5771,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 67,29,220,541,3,464,85
5771,5772,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 69,30,330,706,1,24,3
5772,5773,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 69,31,158,687,4,343,49
5773,5774,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 69,32,155,738,0,0,0
5774,5775,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 71/1,33,301,600,2,64,10
5775,5776,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณ สน.บางชัน,34,168,415,3,131,31
5776,5777,Zone04,1043,104301,คันนายาว,เขตคันนายาว,บริเวณชุมชนหมู่บ้านอมรพันธ์นครเสรีไทย (ศาลามหาราช),35,289,750,1,42,5
5777,5778,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านราณี,36,149,368,0,0,0
5778,5779,Zone04,1043,104301,คันนายาว,เขตคันนายาว,ศูนย์พัฒนาเด็กก่อนวัยเรียนชุมชนบ้านเกาะ,37,113,481,2,321,66
5779,5780,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานกีฬาหมู่บ้านแสงอรุณ,38,201,602,1,250,41
5780,5781,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานกีฬาหมู่บ้านแสงอรุณ,39,210,659,0,0,0
5781,5782,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถข้างอาคารบลอสซั่ม คอนโด,40,337,538,3,375,69
5782,5783,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณลานจอดรถข้างอาคารบลอสซั่ม คอนโด,41,322,683,3,488,71
5783,5784,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าสโมสรหมู่บ้านชลลดา,42,215,560,2,209,37
5784,5785,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านเพชรอนันต์,43,484,942,2,248,26
5785,5786,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านเพชรอนันต์,44,473,921,1,40,4
5786,5787,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านเพชรอนันต์,45,467,991,1,219,22
5787,5788,Zone04,1043,104301,คันนายาว,เขตคันนายาว,อาคารที่ทำการชุมชนสุขอนันต์,46,155,616,1,137,22
5788,5789,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์ใกล้ที่ทำการชุมชนสุขอนันต์,47,140,548,0,0,0
5789,5790,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าหมู่บ้านเปรมฤทัย 3,48,181,538,0,0,0
5790,5791,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าหมู่บ้านเปรมฤทัย 3,49,201,526,0,0,0
5791,5792,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าอาคารเสียงทิพย์สถานธรรม ถนนปัญญาอินทรา,50,145,341,1,72,21
5792,5793,Zone04,1043,104301,คันนายาว,เขตคันนายาว,เต็นท์บริเวณหน้าศูนย์การค้าแฟชั่นไอส์แลนด์,51,290,768,2,97,12
5793,5794,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปากซอยเสรีไทย 42,1,81,329,0,0,0
5794,5795,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณฝั่งตรงข้ามซอยเสรีไทย 38 แยก 4,2,297,755,2,85,11
5795,5796,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,โรงเรียนสอนศาสนาอัล-คอยรียะฮ์,3,164,774,0,0,0
5796,5797,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าธนาคารทีเอ็มบีธนชาต สาขาเสรีไทย 32,4,269,785,0,0,0
5797,5798,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณทางเข้าหน้าหมู่บ้านนวธานี,5,329,784,2,127,16
5798,5799,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณชุมชนเกาะแครายพัฒนา,6,51,179,1,75,41
5799,5800,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์ในซอยเสรีไทย 61 หมู่บ้านสุวธานี,7,271,747,1,46,6
5800,5801,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปากซอยหน้าหมู่บ้านศิรินเทพ,8,155,388,2,320,82
5801,5802,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณวัดคลองครุ,9,251,425,2,21,4
5802,5803,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าสโมสรหมู่บ้านบูเลอวาร์ด เฟส 1,10,308,712,3,190,26
5803,5804,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬา 2 เคหะธานี 3 (หน้าหมู่บ้านกัญจเพ็ชร),11,367,887,1,129,14
5804,5805,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าศูนย์เด็กปฐมวัยสุขาภิบาล 1 (การเคหะแห่งชาติ),12,91,307,1,120,39
5805,5806,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณสระน้ำหมู่บ้านปัฐวิกรณ์,13,283,835,1,290,34
5806,5807,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณสระน้ำหมู่บ้านปัฐวิกรณ์,14,287,754,5,211,27
5807,5808,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬา 1 เคหะธานี 3,15,492,868,2,198,22
5808,5809,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬา 1 เคหะธานี 3,16,296,839,1,150,17
5809,5810,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬา 1 เคหะธานี 3,17,307,792,0,0,0
5810,5811,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,บริเวณร้านเพาเวอร์แมกซ์ (ปากซอยรามอินทรา 62),18,291,708,0,0,0
5811,5812,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬาหมู่บ้านชื่นกมลนิเวศน์ 4,19,289,780,7,994,127
5812,5813,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานจอดรถบริษัทเอส.เอส.แอร์ เซอร์วิส จำกัด,20,232,664,4,426,64
5813,5814,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานจอดรถบริษัทเอส.เอส.แอร์ เซอร์วิส จำกัด,21,238,752,1,188,25
5814,5815,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณสนามเด็กเล่นหมู่บ้านฟายโฮมส์ 3,22,333,777,0,0,0
5815,5816,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าอาคารจอดรถ (P 2) โรงพยาบาลสินแพทย์,23,121,450,4,375,83
5816,5817,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าโชว์รูมรถยนต์มาสด้า ถนนรามอินทรา,24,277,657,3,136,20
5817,5818,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลุมพินีคอนโดทาวน์ ถนนนวมินทร์,25,648,804,0,0,0
5818,5819,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณอาคารกีรทรัพย์แมนชั่น,26,234,367,0,0,0
5819,5820,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,อาคารอเนกประสงค์หมู่บ้านอัมรินทร์นิเวศน์ 2,27,178,450,0,0,0
5820,5821,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหมู่บ้านธนะสิน 9,28,302,594,3,179,30
5821,5822,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหมู่บ้านธนะสิน 9,29,278,594,1,77,12
5822,5823,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหมู่บ้านธนะสิน 9,30,255,549,3,292,53
5823,5824,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปั๊มน้ำมัน ปตท. ถนนนวมินทร์,31,406,981,5,585,59
5824,5825,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,ศูนย์พัฒนาเด็กก่อนวัยเรียนวัดบุญศรีมุนีกรณ์,32,251,788,3,95,12
5825,5826,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬาหมู่บ้าน บก. ทหารสูงสุด,33,253,773,1,32,4
5826,5827,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณลานกีฬาหมู่บ้าน บก. ทหารสูงสุด,34,222,669,1,56,8
5827,5828,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้ามัสยิดอัล-เอาว์ก๊อฟ,35,252,783,1,41,5
5828,5829,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้ามัสยิดอัล-เอาว์ก๊อฟ,36,216,737,4,498,67
5829,5830,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,โรงเรียนเตรียมวิทย์พัฒนา,37,310,812,0,0,0
5830,5831,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,โรงเรียนเตรียมวิทย์พัฒนา,38,298,795,2,216,27
5831,5832,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,ศาลารวมน้ำใจ หมู่บ้านรามอินทรานิเวศน์,39,387,860,4,541,62
5832,5833,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,ศาลารวมน้ำใจ หมู่บ้านรามอินทรานิเวศน์,40,261,755,3,423,56
5833,5834,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณด้านข้างศาลารวมน้ำใจ หมู่บ้านรามอินทรานิเวศน์,41,226,654,2,59,9
5834,5835,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณที่ว่างชุมชนประสิทธิชัย,42,72,252,0,0,0
5835,5836,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าศาลเจ้าตลาดสายเนตร,43,282,701,3,321,45
5836,5837,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณอิชิบะสะเตชั่น (รามอินทรา กม.9),44,228,617,1,232,37
5837,5838,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณอิชิบะสะเตชั่น (รามอินทรา กม.9),45,164,576,0,0,0
5838,5839,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณอิชิบะสะเตชั่น (รามอินทรา กม.9),46,124,422,1,39,9
5839,5840,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,โรงเรียนจินดาบำรุง,47,195,579,2,252,43
5840,5841,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,โรงเรียนจินดาบำรุง,48,315,671,2,143,21
5841,5842,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าอาคารสำนักงานขายเคหะรามอินทรา,49,258,601,2,513,85
5842,5843,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปากซอยคู้บอน 19,50,245,839,6,770,91
5843,5844,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปั๊มน้ำมันเอสโซ่ (ปากซอยคู้บอน 25),51,169,511,3,276,54
5844,5845,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปั๊มน้ำมันเอสโซ่ (ปากซอยคู้บอน 25),52,131,427,2,224,52
5845,5846,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณ สน.คันนายาว,53,290,767,2,127,16
5846,5847,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณ สน.คันนายาว,54,391,897,1,142,15
5847,5848,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปากซอยคู้บอน 22,55,355,644,3,282,43
5848,5849,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณปากซอยคู้บอน 22,56,307,694,2,158,22
5849,5850,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,บริเวณที่ว่างใต้อาคารมณีมาศแมนชั่น,57,249,578,1,185,32
5850,5851,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณทางเข้าหมู่บ้านชวนชื่นนีโอเฮาส์,58,262,650,2,252,38
5851,5852,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าสโมสรหมู่บ้านชวนชื่นนีโอเฮาส์,59,201,512,2,218,42
5852,5853,Zone04,1043,104302,รามอินทรา,เขตคันนายาว,เต็นท์บริเวณหน้าหมู่บ้านมณีมาศ,60,321,864,3,425,49
