index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
4646,4647,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),1,379,743,1,42,5
4647,4648,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),2,231,714,2,275,38
4648,4649,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณศาลเจ้าพ่อสมบุญ (ตลาดฝั่งโขงดอนเมือง),3,207,705,2,127,18
4649,4650,Zone03,1036,103602,สีกัน,เขตดอนเมือง,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,4,179,466,0,0,0
4650,4651,Zone03,1036,103602,สีกัน,เขตดอนเมือง,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,5,158,412,4,94,22
4651,4652,Zone03,1036,103602,สีกัน,เขตดอนเมือง,ศาลาอเนกประสงค์หมู่บ้านสินวงศ์,6,188,538,2,100,18
4652,4653,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,7,230,683,0,0,0
4653,4654,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,8,214,710,4,467,65
4654,4655,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,9,231,709,1,135,19
4655,4656,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,10,206,708,3,270,38
4656,4657,Zone03,1036,103602,สีกัน,เขตดอนเมือง,เต็นท์บริเวณหมู่บ้านปิ่นเจริญ 2,11,233,699,1,41,5
