index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
855,856,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดบรมนิวาส,1,156,448,3,523,116
856,857,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดบรมนิวาส,2,137,524,4,458,87
857,858,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดบรมนิวาส,3,148,597,1,52,8
858,859,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดบรมนิวาส,4,167,596,0,0,0
859,860,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดชัยมงคล,5,129,750,1,2,0
860,861,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดชัยมงคล,6,172,731,2,70,9
861,862,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดชัยมงคล,7,154,671,5,457,68
862,863,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,ศาลาบุญญนิธิ (วัดชำนิหัตถการ),8,226,757,1,66,8
863,864,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดสระบัว,9,145,493,1,185,37
864,865,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดสระบัว,10,132,407,3,111,27
865,866,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,บริเวณอาคารโรงเรียนสีตบุตรบำรุง,11,208,578,1,302,52
866,867,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,บริเวณอาคารโรงเรียนสีตบุตรบำรุง,12,176,540,2,114,21
867,868,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,เต็นท์บริเวณโรงเรียนสีตบุตรบำรุง,13,182,556,3,36,6
868,869,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดดวงแข,14,176,579,0,0,0
869,870,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดดวงแข,15,173,563,4,314,55
870,871,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,อาคารโรงเรียนวัดดวงแข,16,179,607,1,162,26
871,872,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,เต็นท์บริเวณลานจอดรถ ศาลแรงงานกลาง (แยกมหานคร),17,179,584,1,332,56
872,873,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,เต็นท์บริเวณลานจอดรถ ศาลแรงงานกลาง (แยกมหานคร),18,192,611,1,257,42
873,874,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,บริเวณโรงเรียนประเสริฐธรรมวิทยา,19,280,700,0,0,0
874,875,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,บริเวณโรงเรียนประเสริฐธรรมวิทยา,20,172,624,3,481,77
875,876,Zone02,1007,100701,รองเมือง,เขตปทุมวัน,บริเวณโรงเรียนประเสริฐธรรมวิทยา,21,215,627,1,88,14
876,877,Zone02,1007,100702,วังใหม่,เขตปทุมวัน,เต็นท์บริเวณตึกอำนวยการ สถาบันเทคโนโลยีปทุมวัน,1,282,600,2,329,54
877,878,Zone02,1007,100702,วังใหม่,เขตปทุมวัน,เต็นท์บริเวณตึกอำนวยการ สถาบันเทคโนโลยีปทุมวัน,2,388,632,2,195,30
878,879,Zone02,1007,100702,วังใหม่,เขตปทุมวัน,เต็นท์บริเวณหอพักจุฬานิวาส จุฬาลงกรณ์มหาวิทยาลัย,3,237,718,3,167,23
879,880,Zone02,1007,100702,วังใหม่,เขตปทุมวัน,เต็นท์บริเวณลานจอดรถศูนย์บริการสาธารณสุข 5 (จุฬาลงกรณ์),4,166,446,0,0,0
880,881,Zone02,1007,100702,วังใหม่,เขตปทุมวัน,เต็นท์บริเวณลานจอดรถศูนย์บริการสาธารณสุข 5 (จุฬาลงกรณ์),5,186,425,3,562,132
