index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
3432,3433,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,ศาลาการเปรียญวัดปรก,1,201,674,3,114,16
3433,3434,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,ศาลาการเปรียญวัดปรก,2,151,549,3,81,14
3434,3435,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณวัดวิษณุ,3,142,445,1,8,1
3435,3436,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณวัดวิษณุ,4,124,474,1,227,47
3436,3437,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,บริเวณหน้าห้องแถวเลขที่ 830/139-144 ซอยแสงจันทร์,5,163,596,2,222,37
3437,3438,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,บริเวณหน้าห้องแถวเลขที่ 830/139-144 ซอยแสงจันทร์,6,126,470,3,373,79
3438,3439,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณลานกีฬาชุมชนร่วมพัฒนาวรพจน์ 1,7,106,462,1,93,20
3439,3440,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีสารสาสน์กนกอนุสรณ์ (เดิม),8,166,533,1,98,18
3440,3441,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีสารสาสน์กนกอนุสรณ์ (เดิม),9,147,472,0,0,0
3441,3442,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณลานจอดรถบริษัทเจริญโภคภัณฑ์อุตสาหกรรม จำกัด,10,163,576,2,235,40
3442,3443,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณลานจอดรถบริษัทเจริญโภคภัณฑ์อุตสาหกรรม จำกัด,11,173,598,2,13,2
3443,3444,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณลานจอดรถบริษัทเจริญโภคภัณฑ์อุตสาหกรรม จำกัด,12,160,575,2,64,11
3444,3445,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณลานจอดรถบริษัทเจริญโภคภัณฑ์อุตสาหกรรม จำกัด,13,178,533,2,119,22
3445,3446,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าสำนักงานเขตสาทร,14,366,776,2,461,59
3446,3447,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าคอนโดเดอะรูม สาทร-เซนต์หลุยส์,15,236,729,5,425,58
3447,3448,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าคอนโดเดอะรูม สาทร-เซนต์หลุยส์,16,231,695,3,125,17
3448,3449,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีกิตติบริหารธุรกิจ,17,172,631,1,9,1
3449,3450,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีกิตติบริหารธุรกิจ,18,268,781,1,76,9
3450,3451,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีกิตติบริหารธุรกิจ,19,245,696,1,85,12
3451,3452,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีกิตติบริหารธุรกิจ,20,206,722,0,0,0
3452,3453,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,วิทยาลัยเทคโนโลยีกิตติบริหารธุรกิจ,21,198,654,2,215,32
3453,3454,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,โรงเรียนทุ่งมหาเมฆ,22,142,618,4,259,41
3454,3455,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,โรงเรียนทุ่งมหาเมฆ,23,224,622,2,118,18
3455,3456,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,โรงเรียนทุ่งมหาเมฆ,24,178,595,2,89,14
3456,3457,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,25,235,717,0,0,0
3457,3458,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,26,340,869,1,48,5
3458,3459,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,27,232,661,2,82,12
3459,3460,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,28,209,690,2,252,36
3460,3461,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,29,300,753,0,0,0
3461,3462,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณศูนย์การค้าวรรัตน์,30,334,767,0,0,0
3462,3463,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าบ้านเลขที่ 224 ถนนจันทน์ข้างป้อมตำรวจสามแยกสาธุประดิษฐ์,31,618,856,3,244,28
3463,3464,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าบ้านเลขที่ 224 ถนนจันทน์ข้างป้อมตำรวจสามแยกสาธุประดิษฐ์,32,276,844,2,12,1
3464,3465,Zone02,1028,102801,ทุ่งวัดดอน,เขตสาทร,เต็นท์บริเวณหน้าบ้านเลขที่ 92 ถนนจันทน์,33,146,436,1,112,25
